数据源,title,content
网站,Australian PM to meet Trump,"Australian PM to meet Trump, visit NASA during US trip … reports Asian Lite NewsAustralian Prime Minister Scott Morriso.(File Photo: IANS)Australian Prime Minister Scott Morrison announced on Monday that will leave for an official trip to the US on Thursday where will meet President Donald Trump at the White House and also visit the NASA headquarters.Morrison and his wife, Jenny, will visit Washington D.C, Chicago, Ohio and New York from Thursday to September 27, the Nine News Network reported.The Prime Minister’s itinerary includes a State Dinner at the White House, the trip to NASA headquarters and meetings with Australian tech entrepreneurs.“It was an honour to accept President Trump’s generous invitation for an official visit with a State Dinner at the White House,” Morrison said in a statement.“I look forward to meeting again with President Trump and members of his Cabinet, including Vice President (Mike) Pence, Secretary of State (Mike) Pompeo and Secretary of Defence (Mark)Esper to discuss how we can further strengthen our alliance and already close partnership.”Morrison said the visit will be a valuable opportunity to further strengthen the security and economic partnership of both countries.“There is no deeper friendship than that which exists between Australia and the US,” he added.It was reported that Trump will join Morrison also in Ohio for a tour of a new Australian-owned paper recycling mill after the White House State Dinner."
网站,Trump gives California grief - but also likes its money,"PORTOLA VALLEY, Calif. (AP) — President Donald Trump rarely passes up the chance to throw a sharp elbow at left-leaning California, but he showed Tuesday he's more than happy to cash in there with a lunch-dinner-breakfast-lunch fundraising blitz expected to scoop up $15 million from wealthy Republicans in two days.""There's not been a president in living history that is as unpopular in the state of California as Trump,"" said Mike Madrid, a GOP political consultant who is an outspoken Trump critic. ""But our money spends the same as everyone else's.""With protesters not far away, Trump kicked off his moneymaking Tuesday with a $3 million Bay Area luncheon, to be followed by a $5 million Beverly Hills dinner at the home of real estate developer Geoffrey Palmer. He'll bring in an additional $7 million on Wednesday with a breakfast in Los Angeles and luncheon in San Diego.About 100 protesters lined the road about a mile from Trump's luncheon site in Portola Valley, with demonstrators inflating giant Baby Trump and Trump Chicken balloons.Trump, for his part, tweeted a cheery message as he departed New Mexico on Tuesday to fly to the state: ""Just departed New Mexico for California, where we are delivering results!"" The tweet included statistics about the state's unemployment rate and job creation.Talking to reporters aboard Air Force One, Trump got in some fresh digs about the state's problem with homelessness, saying, ""We can't let Los Angeles, San Francisco and numerous other cities destroy themselves by allowing what's happening.""""The people of San Francisco are fed up, and the people of Los Angeles are fed up. And we're looking at it, and we'll be doing something about it,"" he added.Los Angeles Mayor Eric Garcetti, a Democrat, said ahead of Trump's arrival that he hoped the president would work with the city to end homelessness. He said he had not been invited to meet with the president.California was an incubator for the modern conservative movement that swept the state's former governor, Ronald Reagan, into the White House in 1980. But demographic changes and an influx of new residents have helped drastically rework the political contours of the country's most populated state, with the former GOP stronghold of Orange County now home to more registered Democrats than Republicans.For Republicans, who have been resigned to political irrelevance at the state level, a donation to Trump can amount to its own form of protest.""By showing up to a fundraiser deep in the belly of the beast, one is saying: 'I don't care what the liberal politicians are saying and I want to show my support for him publicly,'"" said California's Republican National Committeewoman Harmeet Dhillon, an ardent Trump supporter.She added: ""I sold $100,000 worth of (tickets), and I could have sold another $100,000 more.""California has long been a key fundraising hotbed for politicians of both parties, which have relied on the entertainment industry and wealthy industry heads to finance their political ambitions. But under Trump, the run-of-the-mill fundraising trip has taken on a complicating dimension because of his harsh criticism of the state's immigration laws and its forest management practices, which he blamed for fatal wildfires.Earlier this month Trump lashed out at ""Will and Grace"" TV star Debra Messing after she tweeted that attendees of the Trump's California fundraisers should be outed publicly.Trump tweeted back: ""I have not forgotten that when it was announced that I was going to do The Apprentice, and when it then became a big hit, helping NBC's failed lineup greatly, @DebraMessing came up to me at an Upfront & profusely thanked me, even calling me ""Sir."" How times have changed!""In August, Trump took aim at the state's massive film industry, calling Hollywood ""very dangerous for our country.""""Hollywood is really terrible. You talk about racist — Hollywood is racist,"" he said.That's contributed to heightened security concerns surrounding the president's visit.Overall, Trump continues to rake in gobs of cash more than a year out from the November 2020 contest, with his campaign and the Republican National Committee pulling in more than $210 million since the start of 2019, Federal Election Commission records show. That's more than all the current Democrats seeking to replace him raised combined during that period.The visit this week marks Trump's fourth visit to the state during his presidency. Housing and Urban Development Secretary Ben Carson is expected to follow Trump to California, one day behind the president, with visits to San Francisco, Los Angeles and San Diego. A senior HUD official said Carson would speak on a range of issues, including increasing the supply of affordable housing and promoting investment in distressed communities.———Slodysko reported from Washington. Associated Press writer Zeke Miller in Washington contributed to this report."
网站,Trump Not Ready to Visit North Korea,"In comments Monday to reporters, President Trump said that he is ?not ready? to visit North Korea to hold direct talks with Kim Jong Un. He declined to elaborate beyond that.Trump was asked about this because South Korean media reported that in his August letter, Kim had invited Trump to visit Pyongyang, which would?ve potentially been a chance to get the denuclearization talks restarted.Even though Trump and Kim had once said they were willing to visit one anothers? countries, Pyongyang apparently is not where the next stage is happening. While the US has said they are very interested in more talks, there is as yet no plan on going anywhere specific.That Trump had last met Kim in the demilitarized zone of Korea likely lent itself to the suggestion Pyongyang might be on the table. Trump has suggested he hopes for talks by the end of the year, but has provided no indication where he might be comfortable having them.Author: Jason DitzJason Ditz is news editor of Antiwar.com. View all posts by Jason Ditz"
网站,"Kellyanne Conway, Ivanka Trump","Counselor to the President Kellyanne Conway, left, and Ivanka Trump, the daughter of President Donald Trump, listen as President Trump speaks during a ceremony to present the Presidential Medal of Freedom to former New York Yankees baseball pitcher Mariano Rivera, in the East Room of the White House, Monday, Sept. 16, 2019, in Washington. (AP Photo/Patrick Semansky)Източник: AP"
网站,Prosecutors subpoena 8 years of Trump tax returns,"New York County District Attorney Cyrus Vance's office has subpoenaed eight years of President Donald Trump's tax returns from Mazars USA, the longtime accounting firm to Trump and the Trump"
网站,Trump seeks to spring upset in New Mexico next year,"WASHINGTON (AP) — President Donald Trump headed to New Mexico on Monday for a campaign rally that demonstrates his efforts to capture a few more Democratic-leaning states in next year's presidential election.Trump's rally in Rio Rancho, in suburban Albuquerque, will be the first stop on a three-day swing that will also take him to California for fundraisers expected to raise more than $15 million.Trump is looking to find the next Wisconsin or Michigan — states that Democrats generally win in presidential elections but that can surprise under certain conditions, as they did in 2016.New Mexico has not voted for a Republican in the presidential election since 2004. Trump captured just 40% of the state vote in 2016. Hillary Clinton also fell short of a majority victory, with 48% support in a state she did not visit.Still, campaign officials say a Trump rally in nearby El Paso, Texas, last February was well attended by female and Hispanic voters and travelers from New Mexico, indicating to them that New Mexico is in play. Hundreds of people showed up early Monday to claim a place in line ahead of the evening event in Rio Rancho. Protesters, for their part, vowed to step up acts of civil disobedience and demonstrations.""We have the opportunity because of our fundraising and infrastructure to not only defend the states we carried in 2016, but to extend the map in 2020,"" said Rick Gorka, a spokesman for a fundraising committee for Trump's reelection campaign and the Republican National Committee.Gorka said New Mexico is a big part of that strategy, as are Minnesota, New Hampshire and Nevada.Trump's efforts in New Mexico will provide a test of how well his often-harsh rhetoric about immigrants will play with Hispanic voters, who comprise nearly 40% of New Mexico's electorate.Trump is likely to cite his efforts to boost oil and gas production in his bid to win over voters. New Mexico is in the midst of an oil-production boom that has boosted employment and spurred a state government spending spree from first-year Democratic Gov. Michelle Lujan Grisham on public education, roadway projects and tax rebates for film productions.Lujan Grisham took aim at Trump ahead of his visit, describing the president as being demeaning to Hispanics and immigrants since being elected. She also said Trump's policies had resulted in increased taxes for some New Mexicans.Trump will follow up his rally by flying to the San Francisco Bay area on Tuesday for a luncheon fundraiser. He'll then attend a fundraising dinner that evening in Beverly Hills at the home of real estate developer Geoffrey Palmer. He has two more fundraisers planned in Los Angeles and San Diego on Wednesday.The fundraisers will benefit Trump Victory, the joint entity that funds Trump's reelection campaign and the Republican National Committee.———Associated Press staff writer Morgan Lee contributed to this report from Santa Fe, New Mexico."
网站,Trump to Meet With Leaders of India and Australia,"By Catherine LuceyPresident Trump will travel to Texas next weekend to attend an event with India's prime minister and then will visit Ohio with Australia's leader, the White House said.The events would ""underscore the important partnerships"" with both countries, the White House said on Sunday.Mr. Trump will join Indian Prime Minister Narendra Modi at a community summit called ""Howdy Modi"" in Houston on Sept. 22. The event's website says 50,000 attendees have registered online for the event at the NRG Stadium. The White House said the event would provide an opportunity to strengthen ties and discuss energy and trade relationships.From there, Mr. Trump will travel to Wapakoneta, Ohio, to visit an Australian-owned manufacturing facility where he will be joined by Australia's prime minister, Scott Morrison.The trip will come after Mr. Trump hosts Mr. Morrison in Washington for an official state visit later this week, including a state dinner, the second since Mr. Trump arrived at the White House.Messrs. Trump and Modi met most recently at the Group of Seven meeting in France last month, where they were asked by reporters about the president's offer to help mediate the clash with Pakistan over Mr. Modi's decision to revoke Kashmir's autonomy. But Mr. Modi described the issues as ""bilateral,"" and Mr. Trump said that the ""prime minister really feels he has it under control.""Tensions over trade have escalated between India and the U.S. in recent months. India raised tariffs on some goods imported from the U.S. earlier this summer, in an apparent response to a U.S. move to remove some special trade benefits that India had enjoyed.Mr. Trump also met with Mr. Morrison at the G-7 summit. In a statement at the time, the White House said they discussed diplomatic and security concerns and pledged to deepen their relationship.Write to Catherine Lucey at catherine.lucey@wsj.com"
网站,Prosecutors subpoena 8 years of Trump tax returns,"New York County District Attorney Cyrus Vance's office has subpoenaed eight years of President Donald Trump's tax returns from Mazars USA, the longtime accounting firm to Trump and the Trump"
网站,Trump meets leaders in India and Australia,"Mr. Trump will join the Indian Prime MinisterNarendra Modiat a community summit called ""Howdy Modi"" in Houston on September 22. The event's website says that 50,000 attendees have registered online for the event at NRG Stadium. The White House said the event would provide an opportunity to strengthen ties and discuss energy and trade relations.From there, Trump will travel to Wapakoneta, Ohio, to visit an Australian-owned manufacturing facility where he will be joined by Australian Prime Minister Scott Morrison.The trip comes after Trump hosts Mr. Morrison in Washington for an official state visit later this week, including a state dinner, the second since Trump arrived at the White House. Mr Morrison became prime minister in May after Australia's Conservative government extended a surprise victory.Herrman. Trump and Modi last met at the Group of Seven meeting in France last month, urging reporters on the president's offer to help mediate the conflict with Pakistan over Mr. Modi's decision to revoke Kashmir's autonomy. But Modi described the issues as ""bilateral,"" and Trump said that ""the prime minister really feels he has it under control.""Tensions over trade have escalated between India and the United States in recent months. India raised tariffs on some goods imported by the United States earlier this summer, in a clear response to a US move to remove some special trade benefits India had had.Mr. Trump also met Mr. Morrison at the G-7 Summit. In a statement at the time, the White House said they discussed diplomatic and security issues and promised to deepen their relationship.Write to Catherine Lucey at catherine.lucey@wsj.com"
网站,Trump discusses defence treaty with Netanyahu,"US president Donald Trump said Saturday he and Israeli prime minister Benjamin Netanyahu discussed the possibility of moving forward on a ‘mutual defense’ treaty between the allies, just three days before Israeli voters go to the polls.‘I had a call today with prime minister Netanyahu to discuss the possibility of moving forward with a Mutual Defence Treaty, between the United States and Israel,’ Trump tweeted.He said such an agreement would ‘further anchor the tremendous alliance’ between the two countries.‘I look forward to continuing those discussions after the Israeli Elections when we meet at the United Nations later this month!’ Trump added, giving a tacit last-minute endorsement to Netanyahu’s re-election bid.Taking to the same medium, Netanyahu thanked ‘his dear friend’ Trump.‘The Jewish State has never had a greater friend in the White House,’ the Israeli premier tweeted.‘I look forward to our meeting at the UN to advance a historic Defence Treaty between the United States and Israel.’Netanyahu also pledged to ‘continue full steam ahead with our common battle against terrorism,’ congratulating Trump ‘on your latest success against Bin Laden’s son.’Trump had earlier in the day confirmed that Hamza bin Laden, the son and designated heir of al-Qaeda founder Osama bin Laden, was killed in a counter-terrorism operation in the Afghanistan-Pakistan region.The comments come as the international community awaits the release of Washington’s long-delayed Middle East peace plan, which secretary of state Mike Pompeo recently said could come within weeks.Its publication was pushed back after Israel scheduled new elections, set for Tuesday.Then last week, one of the key architects of the US plan, Jason Greenblatt, announced his resignation.Trump has repeatedly boasted that he is the most pro-Israeli US president in history. He has slashed aid to the Palestinians, while making big concessions to the Israelis, including formalising US recognition of Jerusalem as the capital of the Jewish state.As a result, the Palestinian Authority has cut off formal contact with the Trump administration, saying it is not an honest broker.So far, Trump has not commented on Netanyahu’s controversial pledge to annex Israeli settlements in the occupied West Bank as well as the Jordan Valley if re-elected - which would seem to go beyond US proposals for land swaps between Israel and the Palestinians.Netanyahu, 69, is fighting his second election in five months with a potential corruption indictment looming. He suffered a major defeat in April, when his Likud party along with its right-wing and religious allies won a majority, but he failed to form a coalition."
网站,Trump honors Yankees' Rivera with Medal of Freedom,"WASHINGTON (AP) — President Donald Trump has given the Presidential Medal of Freedom to baseball Hall of Famer Mariano Rivera.Trump, a Yankees fan, praised Rivera on Monday as ""maybe the greatest pitcher of all time.""Rivera is a relief pitcher who spent his entire 19-year-career with the New York Yankees.He holds the all-time record for saves and was the first player elected to the baseball Hall of Fame unanimously when he was enshrined this summer.Trump recalled Rivera's ""dominance"" en route to a career that included 13 All-Star selections and five World Series titles. The president also praised the Panama native who became a U.S. citizen on his charity work.The White House ceremony made references to Rivera's playing career, including playing Metallica's ""Enter Sandman,"" Rivera's theme song."
网站,"Trump to meet with India, Australia leaders in US next week Trump to meet with India, Australia leaders in US next week","Donald Trump will meet next week with the leaders of India.Trump will travel to Houston, Texas, on Sept. 22.WASHINGTON: US President Donald Trump will meet next week with the leaders of India and Australia at events in Texas and Ohio to promote trade and investment.The White House said Trump will travel to Houston, Texas, on Sept. 22 to participate in an event with Prime Minister Narendra Modi of India and to “discuss ways to deepen their energy and trade relationship.”Trump will then travel to Wapakoneta, Ohio, where he will be joined by Australian Prime Minister Scott Morrison for a tour of a new, Australian-owned manufacturing facility.In June, the United States ended its preferential trade treatment for India, removing it from the Generalized System of Preferences program.Post Views:0"
网站,"Trump, Trade and China","Photograph Source: The White House from Washington, DC – Public DomainRarely a day passes when one or another U.S. ruling class institution or personality fails to criticize President Trump’s unilateral imposition of ever increasing and broad-ranging protective tariffs against Chinese imports. Trump’s critics include the Democratic Party as well as leading Republicans, the prestigious corporate “newspaper of record,” The New York Times and the aptly dubbed “ruling class think tank,” the Council on Foreign Relations. The latter’s September/October 2019 Foreign Affairs, headlined, “How A Global Trading System Dies,” features five articles and essays warning U.S. policy makers against Trump’s course.The titles themselves are indicative of Foreign Affairs’ viewpoint. They include: “The Sources of Chinese Conduct: Are Washington and Beijing Fighting a New Cold War?” and “Competition Without Catastrophe: How America Can Both Challenge and Coexist With China” as well as “Trump’s Assault on the Global Trading System And Why Decoupling from China Will Change Everything.”All Trump’s trade policy critics begin with the proposition that China today operates on the world stage as a leading capitalist power, indeed as a leading imperialist power with ever-increasing intentions to dominate world markets to the disadvantage of its competitors.Nothing new here! In the world of high stakes globalized imperialist competition, there are no friendly players or permanent “historic allies.” Indeed, Trump’s imposition of major tariffs include painful measures inflicted against its traditional European allies, including France, Germany, Italy and England, as well as Canada and Mexico. To date estimates of Trump’s tariffs, imposed or to be imposed in stages at rates from 10% to 15% and even 30%, have been levied on Chinese, European, Canadian and Mexican imports valued at close to $700 billion, the great proportion of which are aimed at China. But with regard to all these effected nations, who have retaliated with their own tariffs against U.S. exports to their nations, Trump’s critics share the view that unlike the Cold War “containment” and isolation strategies imposed on the Soviet Union for some 70 years prior to its restoration of capitalism in the late 1980s and early 1990s, China, with a Gross Domestic Product ranked second in the world at 63 percent of the U.S. GDP, and the largest trading partner with more than half the world’s nations, cannot and must not be excluded from the world marketplace.Workings of the WTODependent on world trade to export their commodities outside their own limited domestic markets, Trump’s critics seek to engage U.S. competitors in broad-ranging negotiations via the aegis of the World Trade Organizations (WTO) and similar international bodies as opposed to Trump’s belief that he can unilaterally bludgeon competitors into submitting to his dictates, usually in accord with the specific interests of various components of the U.S. ruling class closest to or beholden to Trump’s personal circles.The U.S.-led Cold War policies of previous decades were aimed at the Soviet Union from the time of the 1917 Russian Revolution and continuing through the post-WWII period when Eastern Europe, via the Soviet Union’s defeat of the largely German occupied and pro-Hitler capitalist governments there, laid the basis for extricating this huge swath of Europe from capitalist domination. Imperialism’s fear that the Soviet workers’ state’s abolition of private property, its original world revolutionary intentions and its instituting a monopoly of foreign trade aimed at preventing world imperialism from undermining its nascent domestic economy with superior technologies and commodities were central to U.S. policies. The seventy-plus years of the U.S. Cold War were aimed at bringing down the Soviet state and its Eastern European counterparts as well as China and Vietnam. In Western Europe, where the wartime governments in France and Italy embraced and collaborated with the German Nazis occupation, the immediate post war period was marked by massive working class mobilizations that posed a serious threat to capitalist rule and led to major victories that persist to this day, including systems of free health care and major extensions of union and workers’ rights. Similarly, the 1946 post war U.S. strike wave, the largest in history, saw millions take to the streets to close down major U.S. industries demanding union recognition and an end to the wartime wage freeze that had brought unprecedented profits to the warmakers’ military-industrial behemoth and misery to the working class majority. A frightened U.S. ruling class, fearful that Europe’s mass anti-capitalist worker mobilization would inspire similar challenges to capitalist prerogatives, but untainted with Nazis collaboration as in France and Italy, launched the infamous McCarthy era witch hunt aimed at purging socialists and communists from leadership positions in the growing trade union movement.China’s 1949-54 revolution eventually abolished capitalist property relations and ended the centuries of world imperialist division, exploitation and colonization of the Chinese people. As with the ending of capitalist rule in the USSR and Eastern Europe, the U.S. and the imperialist world more generally sought restoration and/or expansion of its “interests” in all these states, using ever-increasing military measures (NATO), overt intervention in China during the Korean War, sanctions, embargoes, and economic isolation, coupled with CIA secret wars, assassinations and industrial sabotage.Stalinism’s role in Russia and ChinaThey were aided in these efforts by the ceaseless disputes that emerged between the Stalinist-led bureaucratic regimes in China and the USSR, both of which periodically sought “peaceful co-existence” alliances with U.S. imperialism against each other as opposed to advancing the interests of the world’s working masses. The Russians, under Stalin, demanded that the Chinese refrain from alienating the defeated Chinese capitalists in 1949 by nationalizing their property and repeatedly insisted on Russian ownership of disputed border areas in the Chinese East. The Chinese under Mao Zedong, armed and financed U.S. and apartheid South African-backed “guerilla fighters” in efforts to overthrow the Russian-allied Angolan government. The infamous 1972 Nixon-Mao meeting in Beijing at the height of the U.S. genocidal war against Vietnam informed world opinion that China preferred an alliance with U.S. imperialism as a counter to its rivalry with the USSR – the Vietnamese liberation war be damned! China was the first nation to recognize the fascist-like Augusto Pinochet government of Chile that came to power in 1973 via a U.S.-supported military coup. China’s heinous 1979 invasion and war against Vietnam, in retaliation for Vietnam’s 1978 invasion of Cambodia to stop the mass murder of millions of Cambodian workers and peasant at the hands of the China-allied Pol Pot regime was yet another horrific example of China’s “Russia [not U.S. imperialism] is the main danger” thesis. Russia’s Stalinists too pulled out all the stops to advance their “nationalist” interests against China, not to mention Russia’s reactionary invasions of Hungary (1956) and Czechoslovakia (1968) aimed at smashing working class rebellions against Stalinist rule.Beginning with the 1979 rise to power in China of the capitalist-restorationist regime of Deng Xiaoping China’s Stalinist leaders signaled world imperialism that it was more than willing to re-open its nation to imperialist penetration and plunder. A decade later the Russian Stalinists too submitted to massive imperialist penetration and facilitated a capitalist restoration process that brought untold misery to the Russian people.China enters the WTOConvinced that capitalist restoration in China was the order of the day, in 2001 the U.S. ended all aspects of hostility toward China and presided over China’s admission to the WTO. The terms were simple enough; China would allow U.S. corporations to set up shop and employ endless numbers of Chinese workers at near slave wages and using state-of-the-art technologies to produce unprecedented numbers of commodities for the U.S. and world marketplace. This super-exploitation of Chinese labor had the effect of temporarily boosting declining U.S. profit rates, closing non-competitive U.S. factories and freezing or reducing U.S. wage rates – a ten-plus year bonanza for U.S. corporations, which happily shipped back to the U.S. Chinese made commodities from U.S.–owned factories at near zero tariff rates. Indeed, U.S. tariff rates at some 1.5 percent or zero on most Chinese imports were among the lowest in the world. And why not? Historically, tariffs are imposed by nations with inferior technologies that cannot effectively compete on world markets. The age-old debate between protectionists and free traders always comes down to which nations need protection and which need total and unobstructed access to world markets. In the eighteen some odd years since China was admitted to the WTO China went from operating as one of the world’s lowest technology nations to today, when Chinese technology rivals or exceeds most all other nations on earth. In the past 20-plus years China, for example, went from providing “internal migrant” teenage girls from the Chinese countryside working in prison like foreign-owned dormitory factories at six cents per hour and seven days a week producing garments to China today – a nation with some of the most modern factories in the world producing world class industrial tools and machinery and state-of-the-art 5G (fifth generation) electronics and telecommunication products. Super high tech 5G Chinese corporations like Huawei are today capable of challenging and exceeding the world’s most sophisticated operations. A 2017 Financial Times survey of the global mobile infrastr"
网站,"Trump: Probe Obama, Not Me","President Donald Trump sent out a tweet on Monday that the House Judiciary Committee should not launch an impeachment inquiry against him, but instead examine former President Barack Obama’s business deals since leaving the White House.The president belittled the probe against him, tweeting that the “House Judiciary has given up on the Mueller Report, sadly for them after two years and $40,000,000 spent - ZERO COLLUSION, ZERO OBSTRUCTION. So they say, OK, lets look at everything else, and all of the deals that ‘Trump’ has done over his lifetime.”The president continued in another tweet that “I have a better idea. Look at the Obama Book Deal, or the ridiculous Netflix deal. Then look at all the deals made by the Dems in Congress, the 'Congressional Slush Fund,' and lastly the IG Reports. Take a look at them. Those investigations would be over FAST!”Trump was referring to the first film recently distributed by the former president and first lady Michelle Obama’s production company, High Ground through a joint venture with Netflix, according to Raw Story.Vice pointed out that in contradiction to Trump’s claim, the committee has not given up on the probe into Russian interference in the 2016 election.Last week the panel voted to expand its impeachment probe, and moved to get its hands on former special counsel Robert Mueller’s most sensitive materials."
网站,"Trump says US, Japan reach initial agreement on tariffs","WASHINGTON — President Donald Trump said his administration has reached an initial trade accord with Japan over tariffs and that he intends to enter into the agreement in coming weeks.In a notice to Congress on Monday, Trump also said the U.S. will be entering an “executive agreement” with Japan over digital trade. There was no mention by Trump if he will end his threat to slap tariffs on Japanese auto imports as part of the trade deal.“My administration looks forward to continued collaboration with the Congress on further negotiations with Japan to achieve a comprehensive trade agreement that results in more fair and reciprocal trade between the United States and Japan,” Trump said in the statement released by the White House via email.After meeting Japanese Prime Minister Shinzo Abe at the G-7 summit in France last month, Trump announced that the two countries had struck a trade deal “in principle.” The leaders said they hoped to sign the pact on the sidelines of the United Nations General Assembly in New York later this month.U.S. Trade Representative Robert Lighthizer has said the limited trade deal will cover agriculture, industrial tariffs and digital trade. The USTR said Monday it had no further comment and Trump provided no details about what was in the initial deal.Under an earlier proposal, Japan would cut tariffs on U.S. agricultural products, including beef, pork, dairy products, wine and ethanol. The U.S. would cut levies on some Japanese industrial products, but not on cars. Japanese media has reported that the sides had agreed to lower tariffs on U.S. beef and pork to levels offered to members of the Trans-Pacific Partnership.Abe agreed to direct talks in September 2018 after Trump hit Japan’s steel and aluminum exports with tariffs and threatened to do the same on all imported cars, including those made in Japan.Trump earlier this year delayed a decision until November over whether to impose new levies of as high as 25% on imported vehicles over national security grounds to allow more time for talks with Japan and the European Union.———©2019 Bloomberg NewsVisit Bloomberg News at www.bloomberg.com—————PHOTO (for help with images, contact 312-222-4194): USJAPAN-TARIFFS"
网站,Trump targets border state with rally amid defiant Democrats,"SANTA FE, N.M. (AP) — Donald Trump lost New Mexico by 8 percentage points in 2016. Last year, his party lost a House seat and the governor's mansion. Last week, a congressional candidate went viral by taunting the president by name in an ad.Still, Trump is headed to New Mexico on Monday for a campaign rally that is making some politicos scratch their heads.Is New Mexico, a state that hasn't voted for a Republican for president since George W. Bush 2004, in play? The Trump campaign argues yes and has put it — along with Nevada, New Hampshire and Minnesota — on the short list of states that Trump lost in 2016 and is plotting to win in 2020. New Mexico is an especially ambitious goal, one that may ride on Trump's strength in rural America and fall on his failure to win over Hispanics.""Bush had much higher favorable opinions by Hispanics,"" said Lonna Atkeson, a political science professor at the University of New Mexico, who noted Bush defeated Sen. John Kerry 15 years ago by winning over large rural swaths of the state. ""He was from Texas, not New York, and so he had more regional ties ... Trump paints a very different portrait.""Atkeson doesn't see Trump going far politically in a state with the highest concentration of Latinos in the U.S.Among those waiting for the president in New Mexico is former CIA operative Valerie Plame, the top contender in a crowded Democratic primary race for New Mexico's northern congressional district. Plame notes she has a ""few scores to settle"" with the president in a swaggering new video that shows her speeding across the desert in a muscle car — in reverse — before spinning forward in a swirl of dust.Viewed a million times on YouTube within days, the ad flickers with a newsreel-style montage of Plame's thwarted undercover career at keeping nukes from terrorists — tied quickly to Trump's presidential pardon of the man convicted of lying to investigators about the 2003 leak of Plame's covert identity by an official in the George W. Bush administration. That was apparent retribution for her then-husband Joe Wilson's opposition to the Iraq War.""I know how Washington works, unfortunately, and I can get to work on day one,"" Plame told The Associated Press. ""I've stopped a long time ago trying to figure him (Trump) out. Who knows?""Trump used a recent rally in North Carolina to try and stoke Republican's enthusiasm for Dan Bishop, on the eve of the congressional candidate's narrow election victory in a do-over vote after 2018 midterm results were tossed out on fraud concerns.Trump's plans for Monday are reminiscent of his May 2016 rally at a convention center in Albuquerque that touched off protests and outdoor scenes of burning T-shirts, bottle-throwing and police tear gas. Inside, Trump spoke of local welfare dependency and said better work was needed from then-Gov. Susana Martinez — who skipped the rally and long wavered as a Republican in supporting Trump.He will arrive this time to a state in the midst of an oil-production boom that has boosted employment and spurred a state government spending spree from first-year Democratic Gov. Michelle Lujan Grisham on public education, roadway projects and tax rebates to film productions.Lujan Grisham has pilloried Trump's border wall while withdrawing most National Guard troops from the border and suing the U.S. Homeland Security Department to recoup spending by local governments to shelter and feed asylum-seeking migrants released into southern New Mexico towns such as Las Cruces and Deming.The Trump administration has seized on the local oil industry's vigor as a hallmark of America's ""energy renaissance,"" and shown an interest in a congressional candidate — Claire Chase of Roswell — who has professional and family ties to oil producer Mack Energy and the dynasty that runs it. She's one of three Republicans seeking to challenge Rep. Xochitl Torres Small, who narrowly won the state's open southern seat in 2018 on a centrist Democratic platform.In August, Vice President Mike Pence declared New Mexico was back ""in play"" politically in a visit to the Permian Basin, a booming petroleum production zone overlapping portions of southern New Mexico and western Texas.Trump campaign spokesman Tim Murtaugh said he believes the president's standing has improved since 2016. He credited the economy, including the fact that Latino unemployment is at an all-time low, as well as the president's stance on immigration enforcement.""The most valuable commodity that we have as a campaign is the president's time. And he will not travel all the way to New Mexico for a head fake,"" Murtaugh said.But Trump has considerable work cut out for him to gain ground in New Mexico. He captured just 40% of the state vote in 2016. Hillary Clinton also fell short of a majority victory with 48% support in a state she did not visit. That leaves a question mark hovering above 9% of voters who sided with Libertarian former New Mexico Gov. Gary Johnson.Dennis Roch, a rural school district superintendent who served as a Republican in the state House for a decade before retiring last year, said the state's Republican Party has overcome sizeable voter-registration deficits over the years with anti-crime initiatives, an affinity for the military and an anti-tax fervor for less-restrictive government that appeals to the state's frontier ethos.""It could go for Trump — there are a lot of people in the east end of the state that are very passionate about Second Amendment rights,"" said Roch, who noted he's not working with the campaign. ""There are people on the southern end that are affected in a real way by border security.""The governor's office has consistently swung back and forth from Democratic to Republican control for decades. In 2014, the GOP won a state House majority for the first time in decades. Republican U.S. Sen. Pete Domenici, now deceased, served six terms before retiring 2007 — though the state's Washington delegation today is entirely Democratic.The state's urban-rural political divide has been on prominent display as sheriffs in dozens of counties this year threatened not to enforce new gun control measures, including background checks on most private gun sales, from the Democratic-led Legislature that were signed by Lujan Grisham.In a vast northern congressional district, Plame is vying for the Democratic nomination against 10 other candidates, including 36-year-old District Attorney Marco Serna, who has pursued alternatives to incarceration for nonviolent drug offenders in a region ravaged by heroin and prescription opioids, and social-justice minded attorney Teresa Leger Fernandez. Three Republicans are running in the Democratic stronghold.The winner in 2020 replaces Rep. Ben Ray Luján, who is running in an open Senate primary to replace retiring Democrat Tom Udall.Luján emerged as a nemesis to Trump as he led the House Democrats' campaign arm to help recapture a majority of seats in 2018 with an ethnically diverse slate of candidates, including Congress' first-ever female Native American representatives from Albuquerque and Kansas. He's competing against Democratic Secretary of State Maggie Toulouse Oliver, while the Republican Senate primary still lacks a top-tier candidate.Luján will speak at a counter-rally by Democrats in Albuquerque on Monday, just before Trump takes the stage.He greeted news of Trump's rally in New Mexico at first with mocking disbelief, and then a series of stern warnings on Twitter: ""Rio Rancho is in my district, and anyone who undermines the safety, security, or way of life of our communities, isn't welcome here.""———Associated Press writer Jill Colvin contributed to this report."
网站,Letter: Christians had no choice but to vote for Trump,"To the editor — Yet another letter from a liberal Christian hater (""Evangelical Christians are hypocrites for supporting Trump,"" Sue Januscheitis, Sept. 16). I am so tired of these people denouncing Christians for voting for Trump. The sad fact is that we had no better candidate to vote for."
