,content,source,per,org,loc
3889,北京、成都汽车保有量超过500万辆,经济,[],[],"[北京, 成都]"
3890,　　目前，全国实施限购的城市有北京、上海、广州、贵阳等共8个城市，而自上述《方案》发布以来，仅有广州、深圳两地作出了响应——增配18万辆摇号指标，而其它限购城市，如北京、上海，情况比较复杂，迟迟没有表态，相关政策仍不明朗,经济,[],[],"[北京, 上海, 广州, 贵阳, 广州, 深圳, 北京, 上海]"
3891,日前，国务院办公厅印发了《关于加快发展流通促进商业消费的意见》(以下简称《意见》)，其中明确提出要释放汽车消费潜力，实施汽车限购的地区要结合实际情况，探索推行逐步放宽或取消限购的具体措施,经济,[],[国务院办公厅],[]
3892,　　解除限购利于促进汽车消费　　“推动汽车消费升级、促进扩大汽车消费的意义非常重要，未来各地政府如果切实抓好各项政策措施的落实落地，认真组织实施鼓励政策，破除抑制消费的体制机制障碍，对未来的汽车消费会有很好的促进作用”，乘联会秘书长崔东树表示,经济,[崔东树],[],[]
3893,北京、成都汽车保有量超过500万辆,经济,[],[],"[北京, 成都]"
3894,　　目前，全国实施限购的城市有北京、上海、广州、贵阳等共8个城市，而自上述《方案》发布以来，仅有广州、深圳两地作出了响应——增配18万辆摇号指标，而其它限购城市，如北京、上海，情况比较复杂，迟迟没有表态，相关政策仍不明朗,经济,[],[],"[北京, 上海, 广州, 贵阳, 广州, 深圳, 北京, 上海]"
3895,　　崔东树认为，对车市支持力度的加大，车市还是存在“翻盘”的机会，尤其是此次对汽车消费的全面支持，这对行业发展、对百姓便利购车和便利用车都有促进作用,经济,[崔东树],[],[]
3896,..时间：2019-09-0414:34收到微信时，张淑淑也吓得要死,经济,[张淑淑],[],[]
3897,　　不过，记者在北京旧车交易市场见到一位从去年开始主要做新能源二手车交易的车商赵先生,经济,[],[],[北京]
3898,”在他的存货中，有一辆北京新能源EU260，原价20多万元的车型，在行驶了2万多公里之后，如今的售价仅为7万多元,经济,[],[],[北京]
3899,北汽新能源、比亚迪、长安等车企还提供了几千元到1万元不等的置换补贴,经济,[],"[北汽新能源, 比亚迪]",[长安]
3900,　　编辑感言：渠清还需活水来　　在走访了北京旧车交易市场后，笔者最深切的感受就是：“问渠哪得清如许，为有源头活水来,经济,[],[],[北京]
3901,河北泰科律师事务所律师田永亮表示，根据《合同法》第42…0图昨天16:5100开发房价汽车,经济,[田永亮],[河北泰科律师事务所],[]
3902,13：50唐山春兴镀锌卷板价格降10，现1.0本地价格4340;发山东和东北市场4310,经济,[],[],"[唐山, 山东, 东北]"
3903,　　黎巴嫩多年经济低迷，财政赤字和公共债务负担较重，8月主权信用评级再遭下调，加剧国内外投资者担忧,经济,[],[],[黎巴嫩]
3904,　　哈里里说：“会议一致认定，我们应宣布国家进入经济紧急状态,经济,[哈里里],[],[]
3905,哈里里2日说，根据一项为期三年的财政方案，黎巴嫩力求到2022年使预算赤字规模不超过国内生产总值的5%,经济,[哈里里],[],[黎巴嫩]
3906,"政策助推+技术迭代国产设备迎来“芯”机遇本文具备三大亮点:一是从半导体基础制造工艺入手,系统解释了26种半导体设备的应用环节及具体功能;二是在《2016年中国集成电路芯片制造业的状况研究》一文的基础上,统计了国内截止到2018年7月的8英寸、12英寸硅片厂及晶圆厂投产计划;三是系统测算了三大工艺环节的半导体细分设备的分年度市场空间",经济,[],[],[中国]
3907,"投资建议:今年6月工信部、能源局等部委联合下发《关于2018年光伏发电有关事项的通知》,致使光伏发电补贴退坡进程加速,短期影响公司光伏设备业务发展",经济,[],"[工信部, 能源局]",[]
3908,"根据我们对面板厂商产线投资的跟踪,目前包括京东方、华星光电在内的多家面板厂商在建或2018年年底前开工的产线达15条,总投资近5000亿,对应设备投资规模约3500亿",经济,[],"[京东方, 华星光电]",[]
3909,"携手IT&T进军半导体检测市场,同时布局前道(工艺流程)、后道测试环节:公司年初公告拟与韩国后道检测的领军企业IT&T合作,成立合资公司武汉精鸿,总投资5000万,精测占比65%,主要开展后道半导体测试设备的研发和销售",经济,[],[],"[韩国, 武汉]"
3910,"同时公司于今年7月成立全资子公司上海精测半导体,注册资本1亿元,聚焦集成电路前道工艺控制检测设备",经济,[],[],[上海]
3911,"其中,公司承担的02专项在研课题14nm制程设备已交付至中芯国际进行工艺验证",经济,[],[中芯国际],[]
3912,凯投国际宏观经济咨询公司的经济学家预测的增速更为低迷，其中大约2000名为德国人,经济,[],[凯投国际宏观经济咨询公司],[德国]
3913,金融稳定受到威胁，进口下滑0.7%，中国也面临着威胁，创12个月来最大降幅，就业人数将会继续增加,经济,[],[],[中国]
3914,荷兰、因为“景气上升的同时，40%的消费者表示计划在2018年体验,经济,[],[],[荷兰]
3915,预计2019年和2020年进口增速将超过出口增速，德国经济遭遇“一系列冲击”,经济,[],[],[德国]
3916,共享汽车服务商Car2Go位于柏林的一处电动汽车充电站,经济,[],[],[柏林]
3917,“内需之稳定、”报道称，（2019-01-1711:13:41）【延伸阅读】四成德国人使用共享经济服务今年产值将突破240亿欧元参考消息网3月6日报道德媒称，艰难的贸易环境意味着，同时存在房地产出现泡沫的危险”,经济,[],[],[德国]
3918,“全球贸易面临太多的危机，贸易争端和英国脱欧的不确定性给德国经济带来压力,经济,[],[],"[英国, 德国]"
3919,其中包括共享物品的损坏、经济学家认为，这位经济学家说：“从经济学的角度来看，在交通基础设施、德国一些领军企业也受到殃及,经济,[],[],[德国]
3920,德国受访者也指出了共享经济的主要优势,经济,[],[],[德国]
3921,重要的是，目前德国经济表现良好,经济,[],[],[德国]
3922,虽然在出口方面可能会出现不确定性，他强调，他预计中国为此将会作出更大的调整,经济,[],[],[中国]
3923,如果美国这时候也出现经济衰退，普华永道指出，较2017年2.2%的增速明显下滑，支持企业研发,经济,[],[普华永道],[美国]
3924,报道称，美国总统特朗普“美国优先”政策引发的贸易紧张局势，就像几年前的智能手机颠覆了家用相机与摄像机市场一样，德国经济研究所认为人们无需过分担心德国经济降温,经济,[特朗普],[德国经济研究所],"[美国, 美国, 德国]"
3925,人均达每年1229欧元；支出最少的领域则是影音娱乐共享，众多经济学家上修了德国经济景气预期值,经济,[],[],[德国]
3926,共享经济也会对既有的以“拥有”为基础的市场造成颠覆，2018年德国共享经济产值将突破240亿欧元,经济,[],[],[德国]
3927,此外还有很多欧洲移民，施米丁说：“未来几个月内，“德国经济正全速前进”,经济,[施米丁],[],"[欧洲, 德国]"
3928,但是国内市场将成为德国经济的主要支柱,经济,[],[],[德国]
3929,近四成德国人体验过共享经济服务,经济,[],[],[德国]
3930,报道称，共享经济能够以更优惠的价格提供相同的服务；25%的人则认为，反映出受制造业衰退影响，但是年底中国市场销量骤降导致大众公司在这一关键市场的年增长率仅为0.5%,经济,[],[大众公司],[中国]
3931,德国经济的增势还将持续一段时间,经济,[],[],[德国]
3932,大众公司等汽车制造商受到了中国市场销量疲软的影响，贸易争端以及英国脱欧恐慌所苦,经济,[],[大众公司],"[中国, 英国]"
3933,德国经济稳步发展的好日子将逐渐消失,经济,[],[],[德国]
3934,　　郭凯表示，去年以来金融业开放速度明显加快，这一轮开放的起点是2016年10月人民币加入SDR，之后人民银行就开始研究下一步金融业对外开放的问题,经济,[郭凯],[人民银行],[]
3935,因此，从时间顺序看，是中国自主需要进一步扩大金融业对外开放,经济,[],[],[中国]
3936,　　金融四十人论坛高级研究员管涛认为，金融业开放之所以较贸易开放影响复杂，是因为前者涉及金融市场的开放，而资产价格调整快于商品和劳动力价格调整，因此，顺周期的跨境资本流动会导致资产价格的超调,经济,[管涛],[],[]
3937,　　郭凯说，金融业开放包括政策制定，不是金融一个部门的事情，还涉及法律、税收等各种各样的制度，是一个系统性工程，取决于市场营商环境整体改进的速度,经济,[郭凯],[],[]
3938,这次，大部分美国乳制品被征收的关税将再次上调5个百分点,经济,[],[],[美国]
3939,　　美国国内牛奶消费量比1975年减少40%，生产过剩导致价格低迷,经济,[],[],[美国]
3940,　　报道指出，另一方面，中国是世界上少有的、乳制品需求急剧增长的市场,经济,[],[],[中国]
3941,这位负责人表示：“美国要再次获得与竞争对手同台竞技的机会，必须与中国恢复正常关系,经济,[],[],"[美国, 中国]"
3942,格力电器（000651）易主案迎来两大重量级选手最后PK,经济,[],[格力电器],[]
3943,9月2日晚间，格力电器披露股权转让进展，共有两家意向受让方向格力集团提交了受让申请材料，并足额缴纳相应的缔约保证金，分别为：珠海明骏投资合伙企业（下称“明骏投资”），以及格物厚德股权投资（珠海）合伙企业（下称“格物厚德”）与GENESISFINANCIALINVESTMENTCOMPANYLIMITED组成的联合体,经济,[],"[格力电器, 格力集团]","[珠海, 珠海]"
3944,在锁定一年后，高瓴所持有的限售流通股在今年1月解禁上市流通时，其过去一年在爱尔眼科上的账面浮盈已经超过4亿元,经济,[],[爱尔眼科],[]
3945,1998年赴美国耶鲁大学求学，后获得耶鲁大学工商管理硕士及国际关系硕士学位，毕业后曾担任纽约证券交易所首任中国首席代表,经济,[],"[美国耶鲁大学, 耶鲁大学, 纽约证券交易所]",[中国]
3946,厚朴：在珠海注册多家投资公司“铺路”而格物厚德同样大有来头，其控股股东为厚朴投资,经济,[],[],[珠海]
3947,格力电器在公告中表示，目前两家意向受让方已向格力集团提交了受让申请材料，并足额缴纳相应的缔约保证金,经济,[],"[格力电器, 格力集团]",[]
3948,　　公告显示，谭荐丰于2015年4月加盟前海开源基金，曾任前海开源基金研究部研究员，现任权益投资本部基金经理，具备4年证券投资管理从业经验,经济,[谭荐丰],[前海开源基金研究部],[前海]
3949,公开信息显示，谭荐丰目前基金管理规模接近10亿元，任期最佳回报超过50%,经济,[谭荐丰],[],[]
3950,包括该产品在内，目前刘静的基金管理规模超过250亿元，任期最佳回报接近50%,经济,[刘静],[],[]
3951,主因，贸易风险的担忧情绪叠加美国8月ISM制造业PMI跌至2016年1月以来最低水平，且是2016年8月以来首次跌破枯荣线，引发对经济急剧放暖的担忧情绪，且打压风险情绪,经济,[],[],[美国]
3952,　　美油跌超2%，国际贸易关系持续紧张以及美国8月制造业止损萎缩，令投资者担忧全球经济放缓并导致原油需求疲软；使得原油盘中一度下挫，最低触及52.84美元/桶,经济,[],[],[美国]
3953,美国8月ISM制造业PMI跌至2016年1月以来最低水平，且是2016年8月以来首次跌破枯荣线，引发了全球对经济增长放缓的担忧,经济,[],[],[美国]
3954,此外，欧洲央行决策者倾向于在9月12日的一篮子刺激方案中，使用降息和分级存款利率，并增强前瞻性指引，使得欧元从2017年5月以来的低位反弹回升,经济,[],[欧洲央行],[]
3955,这可能促使约翰逊宣布将提前大选,经济,[约翰逊],[],[]
3956,　　美国8月制造业数据的萎缩，使得市场担忧全球经济增长，以及美联储9月降息的再度升温，支持黄金强势上涨,经济,[],[美联储],[美国]
3957,市场对于美联储9月降息预期升温，美元指数冲高回落，日K线收一根带长上影线的阴线射击之星线，结束了连续六日的上涨,经济,[],[美联储],[]
3958,　　2019-2025年中国压力泵市场现状深度调研与发展趋势报告最后阐明压力泵行业的投资空间，指明投资方向，提出研究者的战略建议，以供投资决策者参考,经济,[],[],[中国]
3959,据了解，今年7月《中秘藜麦检验检验议定书》开始实施，标志着优质的秘鲁安迪斯山区藜麦进入中国,经济,[],[],"[秘鲁, 中国]"
3960,目前，中国是秘鲁最大的贸易伙伴,经济,[],[],"[中国, 秘鲁]"
3961,同时，“秘鲁之家”经授权注册了“安第友”这个秘鲁原产地藜麦的地理标识品牌，为熟悉秘鲁农产品的中国消费者放心消费秘鲁藜麦提供了更为便捷可靠的购物选择,经济,[],[],"[秘鲁, 秘鲁, 秘鲁, 中国, 秘鲁]"
3962,周三(9月4日)亚洲时段，原油市场，糟糕的经济数据继续打压需求前景，对油价形成拖累，但亚洲股市表现乐观，增加了后市变数,经济,[],[],"[亚洲, 亚洲]"
3963,米国学生表示中东战场也比学校安全,经济,[],[],[中东]
3964,好莱坞电影从业者，小说《六千夜》作者,经济,[],[],[好莱坞]
3965,中国已连续40多年向马派遣援马医疗队，随着医疗队的到来，中医也逐渐被马民众广泛接受,经济,[],[],[中国]
3966,经常在日本央行货币政策委员会持不同意见的片冈刚士一再呼吁进一步放松政策，称央行没有采取足够的措施来刺激通胀,经济,[],"[日本央行货币政策委员会, 央行]",[]
3967,　　3、未通过全国公共资源交易平台（河南省·许昌市）下载招标文件的投标企业，拒收其递交的投标文件,经济,[],[],"[河南省, 许昌市]"
3968,五、投标截止时间、开标时间及地点：1、投标截止及开标时间：2019年9月27日10：00（北京时间），逾期送达或不符合规定的投标文件不予接受,经济,[],[],[北京]
3969,2、开标地点：禹州市公共资源交易中心第二开标室（禹州市行政服务中心楼9楼）3、本项目为全流程电子化交易项目，投标人须提交电子投标文件和纸质投标文件,经济,[],"[禹州市公共资源交易中心, 禹州市行政服务中心]",[]
3970,　　报道称，在无人商店领域，美国的亚马逊公司和中国的京东集团已经领先一步,经济,[],"[亚马逊公司, 京东集团]","[美国, 中国]"
3971,在中国，除云拿科技外，运营无人便利店“缤果盒子”的宾哥网络科技公司等企业也相继进入这一新兴业态,经济,[],[宾哥网络科技公司],[中国]
3972,在日本，NEC研发的就是这种技术,经济,[],[],[日本]
3973,目前富士通的这项技术已经被很多中国企业采用，用于管理客人进出店铺的情况和结算，目前使用这一技术的店铺超过100家,经济,[],[富士通],[中国]
3974,总是苦于人手短缺的日本如果也能普及这样的技术，或许也有助于推进无人商店成为现实,经济,[],[],[日本]
3975,　　报道认为，日本企业反向引进中国企业的技术实属罕见,经济,[],[],"[日本, 中国]"
3976,李奇潭指出，投资若想要事半功倍，应依赖多重收益来源，投资成长股、投资等级债券、高收益债券及掩护性买权(coveredcall)等4大资产的组合，可提供投资人比纯股票更高的收益表现与较低的下跌风险，以及相对于纯债券更具吸引力的成长机会,经济,[李奇潭],[],[]
3977,(工商)#资产#美国#收益#债券,经济,[],[],[美国]
3978,主要从事锂矿和钽矿的勘探和开发业务，Pilbara主要矿山项目为位于西澳大利亚的锂辉石项目,经济,[],[],[西澳大利亚]
3979,而稍早先，印尼宣布明年1月1日起，禁止镍矿石出口，随后市场上相关主力期货合约应声上涨,经济,[],[],[印尼]
3980,美国联邦基金利率期货走势暗示，市场预期美联储本月降息25个基点的可能性为91%,经济,[],[美联储],[美国]
3981,与此同时，美国股市大跌和美债收益率倒挂等因素也导致市场对于美国经济的担忧进一步加深,经济,[],[],"[美国, 美国]"
3982,实际上，在参与减产协议的国家中，8月份俄罗斯并不是唯一增加石油产量的国家,经济,[],[],[俄罗斯]
3983,就目前走势来看，昨日在欧佩克增产消息放出后，原油出现暴跌行情，油价进一步走跌，最低给到了52.86美元位置，在形态上看，与8月26日创出低点53.01美元形成双底走势，若油价多头守住53.0美元，多头反弹势必底部形态比较稳健,经济,[],[欧佩克],[]
3984,本周以来美国飓风持续影响下，今日凌晨API数据大概率将助长多头，但是整体表现经济走弱，影响原油需求，上方压力位还是成在,经济,[],[],[美国]
3985,2、加拿大油籽加工商协会（COPA）发布的油籽压榨数据显示，2019年7月，加拿大大豆压榨量为181170吨，较6月的133171吨增加约36%,经济,[],[加拿大油籽加工商协会],[加拿大]
3986,　　2010年以来，商务部、贸促会和宁夏回族自治区政府共同主办三届中阿经贸论坛和三届中阿博览会,经济,[],"[商务部, 贸促会, 宁夏回族自治区政府]",[]
3987,作为中阿博览会的永久举办地，宁夏过去5年对“一带一路”沿线国家累计实现进出口总额400多亿元，年均增长超5%；设立148家境外企业，其中32家在“一带一路”沿线国家……　　携手办会，共享成果,经济,[],[],[宁夏]
3988,2015年以来，浙江、福建先后作为主题省联动办会，展示优势产业，扩大国际合作,经济,[],[],"[浙江, 福建]"
3989,”宁夏交通建设股份有限公司董事长张志涛说,经济,[张志涛],[宁夏交通建设股份有限公司],[]
3990,　　盛会开幕在即，很多中外企业家像张志涛一样，摩拳擦掌，准备在博览会上觅商机、寻伙伴,经济,[张志涛],[],[]
3991,这家从哈萨克斯坦“引进来”的企业将从“老家”运来优质面粉，加工成烘焙用的预拌粉后，销往山东等地,经济,[],[],"[哈萨克斯坦, 山东]"
3992,这是我们落户银川的主要原因之一,经济,[],[],[银川]
3993,陆路之外，宁夏还架起了空中、网上丝绸之路，多层次立体化建设开放通道,经济,[],[],[宁夏]
3994,如今，宁夏已全面推动投资项目在线审批，与全国实现通关一体化，国际贸易“单一窗口”货物申报业务覆盖率达100%……　　把握新机遇，开创新未来,经济,[],[],[宁夏]
3995,今天的宁夏正加快构建对外开放新格局，续写中阿合作新篇章，为服务“一带一路”建设做出新贡献,经济,[],[],[宁夏]
3996,乌鲁木齐一家煤电企业负责人表示，作为当地重要的电源和热源之一，该企业从1958年建设以来，首次连续3年亏损,经济,[],[],[乌鲁木齐]
3997,　　国民技术(300077)公开致歉会周三下午在全景·路演天下举行,经济,[],[国民技术],[]
3998,好莱坞电影从业者，小说《六千夜》作者,经济,[],[],[好莱坞]
3999,国信证券分析认为，这两个政策的落地符合此前预期，对目录内辅助用药、第一批4+7集采仿制药相关品种和企业的影响已在此前预期内充分消化,经济,[],[国信证券],[]
4000,记者通过检索发现，多家媒体也对其进行了报道，从这些报道和BossToken介绍中可以总结出：BossToken是一个由韩国第三数字交易所Coinone提供全球最顶尖的区块链技术研发团队、由美国贝莱德安硕基金注资1亿美金的世界首个大型区块链量化交易钱包,经济,[],[美国贝莱德安硕基金],[韩国]
4001,京师律师事务所证券和投资基金法律事务部主任刘盼盼告诉记者，中国的法律法规尚未允许SecurityToken在中国发行,经济,[刘盼盼],[京师律师事务所证券和投资基金法律事务部],"[中国, 中国]"
4002,李彬在公屏所有人，并附上了三个下载链接，一个Android两个iOS，同时附上的还有注册推荐码,经济,[李彬],[],[]
4003,目前，中国的法律法规尚未允许SecurityToken在中国发行,经济,[],[],"[中国, 中国]"
4004,特此回复控股股东：横店集团控股有限公司2019年9月4日[点击查看原文][查看历史公告]提示：本网不保证其真实性和客观性，一切有关该股的有效信息，以交易所的公告为准，敬请投资者注意风险,经济,[],[横店集团控股有限公司],[]
4005,展望后市，兴业证券策略分析师张忆东表示，三季度后期或四季度初开始，中国股市(A股、港股)有望迎来具有可操作性的中级行情——“爱在深秋”,经济,[张忆东],[兴业证券],[中国]
4006,方正富邦基金吴昊表示，当前A股和港股收益风险的性价比处于较高区间，为投资布局提供了很好时机,经济,[吴昊],[方正富邦基金],[]
4007,博时基金首席宏观策略分析师魏凤春表示，港股估值吸引力边际上升，资金面或有小幅改善，但是，短期因素对港股会有压制，盈利预期也难见改善；结构方面，或以高股息的金融地产，以及可能受益政策刺激的非必选消费为主,经济,[魏凤春],[博时基金],[]
4008,　责任编辑：刘万里SF014本文标题:国家能源局：要在深化能源体制机制的改革上有新进展本文地址:http://www.wellnylon.com/caijing/2445935.html,经济,[刘万里],[国家能源局],[]
4009,在开幕式上，市场监管总局副局长兼国务院反垄断委员会秘书长甘霖出席致开幕词,经济,[甘霖],[国务院反垄断委员会],[]
4010,甘霖指出，强化竞争政策的基础性地位和发展自贸区是以习近平总书记为核心的党中央促进改革、扩大开放、实现经济高质量发展的重大决策,经济,"[甘霖, 习近平]",[党中央],[]
4011,2012年以来，中国竞争政策论坛已成功举办7届,经济,[],[],[中国]
4012,在海外退税领域，腾讯退税通则已支持海外机场和港口退税、市区退税、回国退税以及店铺退税4种方式，已可在全球85个机场和3个国际港口实时退税，回国退税服务已覆盖27个国家及地区,经济,[],[腾讯],[]
4013,”苏宁金融研究院高级研究员黄大智对记者称,经济,[黄大智],[苏宁金融研究院],[]
4014,黄河公司表示，目前，黄河公司年产200兆瓦N型IBC高效电池及组件生产线即将建成投产，N型IBC电池平均效率将超过23%，是国内首条IBC量产示范线和具有高性价比的国际新型IBC产品线,经济,[],[],"[黄河, 黄河]"
4015,(完)本文标题:中国光伏行业发布背接触（IBC）等技术标准本文地址:http://www.wellnylon.com/caijing/2445964.html,经济,[],[],[中国]
4016,调查显示制造业和建筑业在8月都出现了很大下滑，服务业没有取得实质性进展也增加了英国经济进入衰退的可能性,经济,[],[],[英国]
4017,根据协议，工商银行将向新华集团提供不低于50亿元人民币的意向性融资,经济,[],"[工商银行, 新华集团]",[]
4018,投资银行服务工商银行向新华集团提供投融资信息咨询、债务融资顾问、境内外并购重组顾问、股权融资及企业发债服务顾问等服务,经济,[],"[投资银行服务工商银行, 新华集团]",[]
4019,活动时间：2019-09-0610:00--2019-09-0614:00项目类别：敬老助老举办地点：江西省新余市渝水区水北镇黄坑村服务对象：报名截止时间：2019-09-0610:00我要参加18人报名我感兴趣0人感兴趣我要留言打卡申诉,经济,[],[],"[江西省, 新余市, 渝水区, 水北镇, 黄坑村]"
4020,去年10月24日，港珠澳大桥正式通车运营,经济,[],[],[港珠澳大桥]
4021,广东、香港成为广西最大内、外资来源地,经济,[],[],"[广东, 香港, 广西]"
4022,华兰生物关注度最高，共获5次机构买入型评级记录,经济,[],[华兰生物],[]
4023,涨幅居前的有值得买、正泰电器、瑞普生物等，今日涨幅分别为9.99%、6.70%、5.02%,经济,[],"[正泰电器, 瑞普生物]",[]
4024,巴比特综合指数报13692.09点，24小时涨跌为+0.88%；Alternative情绪指数为43，较昨日（41）略有升高，市场情绪表现为轻度恐惧,经济,[巴比特],[],[]
4025,其中，德国的Bitcoin搜索热度（峰值96）较昨日（峰值84）继续增加,经济,[],[],[德国]
4026,　　本网讯（通讯员程爱华）8月26日，云梦县委组织部党员教育中心主任聂鑫到广东江门市为当地党务工作者开展了主题为《我们都是追梦人》的专题讲座,经济,"[程爱华, 聂鑫]",[云梦县委组织部党员教育中心],"[广东, 江门市]"
4027,　　聂鑫曾在一年多时间里撰写了《做最优秀的自己》《不忘初心才能永远年轻》《幸福都是奋斗出来的》《大就要有大的样子》《基层党组织如何凝心聚力》等8篇党课讲稿，其中有4篇党课讲稿在互联网上广为流传，被赞为“最燃党课”,经济,[聂鑫],[],[]
4028,　　2017年12月1日，聂鑫受光明日报社负责人张政的邀请，为光明日报社党员干部开展专题讲座,经济,"[聂鑫, 张政]","[光明日报社, 光明日报社]",[]
4029,　　2019年5月28日，新华社客户端报道了聂鑫的先进事迹，文章从学习的脚步从未停歇、创新的意识从未间断、执着的追求从未言弃三个角度讲述了聂鑫的“小蜜蜂精神”,经济,"[聂鑫, 聂鑫]",[新华社],[]
4030,IHSMARKIT经济学家威廉姆森:不同国家和不同产业表现不同表明下行风险的存在IHSMARKIT经济学家威廉姆森：不同国家和不同产业表现不同，表明下行风险的存在,经济,"[威廉姆森, 威廉姆森]",[],[]
4031,因出口恶化导致制造业表现不佳，德国受影响最为明显,经济,[],[],[德国]
4032,作为中阿博览会的永久举办地，宁夏过去5年对“一带一路”沿线国家累计实现进出口总额400多亿元，年均增长超5%；设立148家境外企业，其中32家在“一带一路”沿线国家……　　携手办会，共享成果,经济,[],[],[宁夏]
4033,2015年以来，浙江、福建先后作为主题省联动办会，展示优势产业，扩大国际合作,经济,[],[],"[浙江, 福建]"
4034,”宁夏交通建设股份有限公司董事长张志涛说,经济,[张志涛],[宁夏交通建设股份有限公司],[]
4035,　　中阿博览会的举办无疑为多边经贸合作提供了重要机遇，张志涛对此深有感触,经济,[张志涛],[],[]
4036,　　“我们的原料需求量大，运输是关键环节，从哈萨克斯坦到银川的国际货运班列省时、省力又省钱,经济,[],[],"[哈萨克斯坦, 银川]"
4037,这是我们落户银川的主要原因之一,经济,[],[],[银川]
4038,近年来，宁夏相继开通至中亚、西亚，以及到蒙古国、俄罗斯的国际货运班列，开辟了西向和北向低成本国际物流通道，让更多像金麦穗一样的企业，可以在跨国贸易中优化配置资源,经济,[],[],"[宁夏, 中亚, 西亚, 蒙古国, 俄罗斯]"
4039,　　不仅如此，近年来，宁夏还采取优化涉税事项办理、完善外商投资管理服务体系、提升通关服务水平等举措，持续优化开放环境，全方位提高开放水平,经济,[],[],[宁夏]
4040,如今，宁夏已全面推动投资项目在线审批，与全国实现通关一体化，国际贸易“单一窗口”货物申报业务覆盖率达100%……　　把握新机遇，开创新未来,经济,[],[],[宁夏]
4041,2010年以来，商务部、贸促会和宁夏回族自治区政府共同主办三届中阿经贸论坛和三届中阿博览会,经济,[],"[商务部, 贸促会, 宁夏回族自治区政府]",[]
4042,作为中阿博览会的永久举办地，宁夏过去5年对“一带一路”沿线国家累计实现进出口总额400多亿元，年均增长超5%；设立148家境外企业，其中32家在“一带一路”沿线国家……携手办会，共享成果,经济,[],[],[宁夏]
4043,2015年以来，浙江、福建先后作为主题省联动办会，展示优势产业，扩大国际合作,经济,[],[],"[浙江, 福建]"
4044,”宁夏交通建设股份有限公司董事长张志涛说,经济,[张志涛],[宁夏交通建设股份有限公司],[]
4045,盛会开幕在即，很多中外企业家像张志涛一样，摩拳擦掌，准备在博览会上觅商机、寻伙伴,经济,[张志涛],[],[]
4046,这家从哈萨克斯坦“引进来”的企业将从“老家”运来优质面粉，加工成烘焙用的预拌粉后，销往山东等地,经济,[],[],"[哈萨克斯坦, 山东]"
4047,这是我们落户银川的主要原因之一,经济,[],[],[银川]
4048,陆路之外，宁夏还架起了空中、网上丝绸之路，多层次立体化建设开放通道,经济,[],[],[宁夏]
4049,如今，宁夏已全面推动投资项目在线审批，与全国实现通关一体化，国际贸易“单一窗口”货物申报业务覆盖率达100%……把握新机遇，开创新未来,经济,[],[],[宁夏]
4050,今天的宁夏正加快构建对外开放新格局，续写中阿合作新篇章，为服务“一带一路”建设做出新贡献,经济,[],[],[宁夏]
4051,责任编辑：王学武|版面编辑：王学武收藏,经济,"[王学武, 王学武]",[],[]
4052,此次增持计划实施后，吴建龙直接持有公司股份约2.06亿股，占公司总股本的18.37%；通过浙江盈凖投资股份有限公司间接持有公司股份1527.9万股，占公司总股本的比例为1.36%，合计控制公司19.73%的股份,经济,[吴建龙],[浙江盈凖投资股份有限公司],[]
4053,冯鑫被批准逮捕后，上述决策和履职方式不受影响,经济,[冯鑫],[],[]
4054,暴风集团8月30日发布的半年报显示，公司存在经审计后2019年末归属于上市公司股东的净资产为负的风险,经济,[],[暴风集团],[]
4055,冯鑫在2015年年报中表示，通过14个项目的布局，公司在内容、服务、商业三条线上完成了全球DT大娱乐战略的基本轮廓，布局完成60%,经济,[冯鑫],[],[]
4056,MPS原有的各大赛事转播权均面临到期，而冯鑫联合光大资本募来的52亿元已经耗尽，无力续约，且中资方面并没有熟悉体育赛事转播运作和资源的人才，MPS不得不破产；另一方面，MPS资产无法装入A股上市公司，募来的资金无法套现，融资时与优先资金方签定的2+1年的期限眼见到期,经济,[冯鑫],[],[]
4057,公司作为并购基金的劣后级合伙人，因出现原实际控制人朱晔被立案调查等情况，多个优先级、中间级合伙人要求公司履行提前回购或到期回购义务，但公司未及时充分披露或提示风险,经济,[朱晔],[],[]
4058,子公司北京幻想悦游网络科技有限公司2018年业绩未达到相关盈利预测金额的50%,经济,[],[北京幻想悦游网络科技有限公司],[]
4059,其中法国8月服务业PMI终值创九个月以来的新高,经济,[],[],[法国]
4060,因此我们希望在9月看到欧洲央行执行刺激政策来刺激需求，遏制不良情绪蔓延,经济,[],[欧洲央行],[]
4061,　　德国方面，Markit经济学家PhilSmith表示，此前的担忧是制造业的疲软最终会影响到经济其他领域，服务业数据表现证明影响确已扩散,经济,[],[],[德国]
4062,　　法国方面，法国服务业产出增速八月有所提升，这帮助支撑去年11月以来私营产业活动的快速增加,经济,[],[],"[法国, 法国]"
4063,买四、卖五均为财富证券杭州庆春路证券营业部，该营业部买入620.98万元，卖出584.49万元，净买额为36.49万元,经济,[],[财富证券杭州庆春路证券营业部],[]
4064,【】在改革中推进开放，在开放中促进发展，未来我国金融业对外开放的进程不会停顿，中国金融业对外开放的大门会越开越大,经济,[],[],[中国]
4065,　　本所同意将本法律意见书作为本次收购必备的法律文件，随其他申报材料一并提交中国证监会审核，并依法对所出具的法律意见承担相应的法律责任,经济,[],[中国证监会],[]
